year,iso3,country,who_region,latitude,longitude,syndrome,confirmed_cases,deaths,recovered,case_fatality_rate,hospitalized,icu_admissions,human_to_human_cases
2004,GRC,Greece,EURO,37.97,23.73,HFRS,12,0,12,0.0599,9,2,0
2004,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,7,0,7,0.0259,6,1,0
2004,TWN,Taiwan,WPRO,25.0,121.5,HFRS,4,0,4,0.0304,3,0,0
2004,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.2727,3,1,0
2005,ARG,Argentina,AMRO,-34.6,-58.4,HPS,75,22,53,0.2958,59,12,3
2005,CHL,Chile,AMRO,-33.4,-70.6,HPS,37,14,23,0.3841,28,5,0
2005,BRA,Brazil,AMRO,-15.8,-47.9,HPS,64,22,42,0.3553,58,15,0
2005,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,15,4,11,0.2778,13,4,0
2005,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,6,12,0.3552,16,4,0
2005,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,0,3,0.2049,2,0,0
2005,PAN,Panama,AMRO,9.0,-79.5,HPS,23,7,16,0.3222,16,2,0
2005,USA,USA,AMRO,38.9,-77.0,HPS,25,8,17,0.343,18,4,0
2005,CAN,Canada,AMRO,45.4,-75.7,HPS,1,0,1,0.3257,0,0,0
2005,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2683,0,0,0
2005,CHN,China,WPRO,39.9,116.4,HFRS,8647,252,8395,0.0292,7349,1638,0
2005,KOR,South Korea,WPRO,37.6,127.0,HFRS,561,15,546,0.0272,502,80,0
2005,JPN,Japan,WPRO,35.7,139.7,HFRS,11,0,11,0.0121,8,3,0
2005,RUS,Russia,EURO,55.8,37.6,HFRS,4692,117,4575,0.025,4009,1305,0
2005,FIN,Finland,EURO,60.2,24.9,HFRS,1576,1,1575,0.001,1231,343,0
2005,DEU,Germany,EURO,52.5,13.4,HFRS,491,1,490,0.0021,347,58,0
2005,SWE,Sweden,EURO,59.3,18.1,HFRS,203,0,203,0.0014,170,54,0
2005,BEL,Belgium,EURO,50.8,4.4,HFRS,154,0,154,0.0014,114,20,0
2005,FRA,France,EURO,48.9,2.3,HFRS,106,0,106,0.0031,75,28,0
2005,HRV,Croatia,EURO,45.8,16.0,HFRS,34,1,33,0.0417,29,10,0
2005,SVN,Slovenia,EURO,46.1,14.5,HFRS,57,1,56,0.0341,44,15,0
2005,GRC,Greece,EURO,37.97,23.73,HFRS,9,0,9,0.0558,7,2,0
2005,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,10,0,10,0.0229,8,2,0
2005,TWN,Taiwan,WPRO,25.0,121.5,HFRS,4,0,4,0.0118,3,0,0
2005,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.2829,3,0,0
2006,ARG,Argentina,AMRO,-34.6,-58.4,HPS,55,17,38,0.3185,47,12,1
2006,CHL,Chile,AMRO,-33.4,-70.6,HPS,53,15,38,0.2843,50,19,1
2006,BRA,Brazil,AMRO,-15.8,-47.9,HPS,37,14,23,0.402,26,4,0
2006,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,7,2,5,0.3194,6,1,0
2006,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,5,13,0.2881,14,3,0
2006,URY,Uruguay,AMRO,-34.9,-56.2,HPS,8,1,7,0.206,7,2,0
2006,PAN,Panama,AMRO,9.0,-79.5,HPS,16,5,11,0.3588,13,4,0
2006,USA,USA,AMRO,38.9,-77.0,HPS,31,10,21,0.3422,23,6,0
2006,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.2774,4,1,0
2006,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2197,1,0,0
2006,CHN,China,WPRO,39.9,116.4,HFRS,6191,120,6071,0.0195,5837,1139,0
2006,KOR,South Korea,WPRO,37.6,127.0,HFRS,644,12,632,0.0198,490,180,0
2006,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0203,7,2,0
2006,RUS,Russia,EURO,55.8,37.6,HFRS,4811,104,4707,0.0217,4533,972,0
2006,FIN,Finland,EURO,60.2,24.9,HFRS,1713,3,1710,0.0023,1530,279,0
2006,DEU,Germany,EURO,52.5,13.4,HFRS,1408,3,1405,0.0024,1068,179,0
2006,SWE,Sweden,EURO,59.3,18.1,HFRS,144,0,144,0.0026,112,40,0
2006,BEL,Belgium,EURO,50.8,4.4,HFRS,106,0,106,0.0015,90,29,0
2006,FRA,France,EURO,48.9,2.3,HFRS,57,0,57,0.0015,40,13,0
2006,HRV,Croatia,EURO,45.8,16.0,HFRS,81,3,78,0.039,73,25,0
2006,SVN,Slovenia,EURO,46.1,14.5,HFRS,50,1,49,0.036,37,6,0
2006,GRC,Greece,EURO,37.97,23.73,HFRS,12,0,12,0.0223,9,3,0
2006,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,5,0,5,0.0124,4,1,0
2006,TWN,Taiwan,WPRO,25.0,121.5,HFRS,7,0,7,0.0252,4,0,0
2006,COL,Colombia,AMRO,4.7,-74.1,HPS,5,1,4,0.3948,3,1,0
2007,ARG,Argentina,AMRO,-34.6,-58.4,HPS,103,34,69,0.3302,83,23,2
2007,CHL,Chile,AMRO,-33.4,-70.6,HPS,53,14,39,0.2709,37,8,1
2007,BRA,Brazil,AMRO,-15.8,-47.9,HPS,39,15,24,0.401,36,6,0
2007,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,13,4,9,0.3166,11,2,0
2007,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,18,6,12,0.3541,16,5,0
2007,URY,Uruguay,AMRO,-34.9,-56.2,HPS,5,1,4,0.2927,4,1,0
2007,PAN,Panama,AMRO,9.0,-79.5,HPS,8,3,5,0.3896,6,1,0
2007,USA,USA,AMRO,38.9,-77.0,HPS,15,5,10,0.3659,11,3,0
2007,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.3355,1,0,0
2007,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,3,0,3,0.261,2,0,0
2007,CHN,China,WPRO,39.9,116.4,HFRS,10292,406,9886,0.0395,9464,2375,0
2007,KOR,South Korea,WPRO,37.6,127.0,HFRS,370,8,362,0.0234,333,113,0
2007,JPN,Japan,WPRO,35.7,139.7,HFRS,15,0,15,0.0187,13,2,0
2007,RUS,Russia,EURO,55.8,37.6,HFRS,8039,81,7958,0.0102,6279,1517,0
2007,FIN,Finland,EURO,60.2,24.9,HFRS,1266,4,1262,0.0038,1009,264,0
2007,DEU,Germany,EURO,52.5,13.4,HFRS,647,1,646,0.0021,489,82,0
2007,SWE,Sweden,EURO,59.3,18.1,HFRS,256,0,256,0.003,218,57,0
2007,BEL,Belgium,EURO,50.8,4.4,HFRS,99,0,99,0.0027,82,22,0
2007,FRA,France,EURO,48.9,2.3,HFRS,42,0,42,0.002,33,8,0
2007,HRV,Croatia,EURO,45.8,16.0,HFRS,75,3,72,0.0413,63,21,0
2007,SVN,Slovenia,EURO,46.1,14.5,HFRS,62,1,61,0.0315,58,8,0
2007,GRC,Greece,EURO,37.97,23.73,HFRS,11,0,11,0.0203,9,3,0
2007,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.0285,5,1,0
2007,TWN,Taiwan,WPRO,25.0,121.5,HFRS,7,0,7,0.013,5,1,0
2007,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.2961,1,0,0
2008,ARG,Argentina,AMRO,-34.6,-58.4,HPS,73,21,52,0.2916,64,13,1
2008,CHL,Chile,AMRO,-33.4,-70.6,HPS,26,7,19,0.2772,22,4,0
2008,BRA,Brazil,AMRO,-15.8,-47.9,HPS,76,24,52,0.316,63,13,0
2008,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,17,5,12,0.3225,15,4,0
2008,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,7,2,5,0.3213,6,1,0
2008,URY,Uruguay,AMRO,-34.9,-56.2,HPS,8,2,6,0.3326,6,1,0
2008,PAN,Panama,AMRO,9.0,-79.5,HPS,21,6,15,0.3117,19,7,0
2008,USA,USA,AMRO,38.9,-77.0,HPS,19,6,13,0.3237,17,3,0
2008,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.3051,4,0,0
2008,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2678,1,0,0
2008,CHN,China,WPRO,39.9,116.4,HFRS,11955,532,11423,0.0445,9016,1568,0
2008,KOR,South Korea,WPRO,37.6,127.0,HFRS,212,4,208,0.0228,180,51,0
2008,JPN,Japan,WPRO,35.7,139.7,HFRS,8,0,8,0.0178,6,1,0
2008,RUS,Russia,EURO,55.8,37.6,HFRS,11703,164,11539,0.0141,10225,2567,0
2008,FIN,Finland,EURO,60.2,24.9,HFRS,1299,5,1294,0.0039,1134,451,0
2008,DEU,Germany,EURO,52.5,13.4,HFRS,533,0,533,0.0013,469,138,0
2008,SWE,Sweden,EURO,59.3,18.1,HFRS,171,0,171,0.0012,123,45,0
2008,BEL,Belgium,EURO,50.8,4.4,HFRS,74,0,74,0.0016,55,13,0
2008,FRA,France,EURO,48.9,2.3,HFRS,47,0,47,0.0026,33,11,0
2008,HRV,Croatia,EURO,45.8,16.0,HFRS,48,1,47,0.0416,44,13,0
2008,SVN,Slovenia,EURO,46.1,14.5,HFRS,47,0,47,0.0197,36,11,0
2008,GRC,Greece,EURO,37.97,23.73,HFRS,26,1,25,0.0465,21,6,0
2008,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,11,0,11,0.0112,9,3,0
2008,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0307,3,0,0
2008,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3176,1,0,0
2009,ARG,Argentina,AMRO,-34.6,-58.4,HPS,114,36,78,0.3193,106,22,2
2009,CHL,Chile,AMRO,-33.4,-70.6,HPS,29,11,18,0.3989,27,7,1
2009,BRA,Brazil,AMRO,-15.8,-47.9,HPS,65,25,40,0.3935,46,15,0
2009,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,6,2,4,0.3739,5,1,0
2009,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,7,1,6,0.2685,5,1,0
2009,URY,Uruguay,AMRO,-34.9,-56.2,HPS,3,1,2,0.3405,2,0,0
2009,PAN,Panama,AMRO,9.0,-79.5,HPS,17,5,12,0.3171,14,3,0
2009,USA,USA,AMRO,38.9,-77.0,HPS,35,12,23,0.3497,33,11,0
2009,CAN,Canada,AMRO,45.4,-75.7,HPS,2,0,2,0.371,1,0,0
2009,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.3317,1,0,0
2009,CHN,China,WPRO,39.9,116.4,HFRS,12338,273,12065,0.0222,8886,2228,0
2009,KOR,South Korea,WPRO,37.6,127.0,HFRS,290,6,284,0.0239,228,89,0
2009,JPN,Japan,WPRO,35.7,139.7,HFRS,13,0,13,0.0264,9,3,0
2009,RUS,Russia,EURO,55.8,37.6,HFRS,10986,270,10716,0.0246,9355,3191,0
2009,FIN,Finland,EURO,60.2,24.9,HFRS,881,2,879,0.003,704,131,0
2009,DEU,Germany,EURO,52.5,13.4,HFRS,782,0,782,0.0012,552,101,0
2009,SWE,Sweden,EURO,59.3,18.1,HFRS,350,0,350,0.0026,329,84,0
2009,BEL,Belgium,EURO,50.8,4.4,HFRS,90,0,90,0.002,72,12,0
2009,FRA,France,EURO,48.9,2.3,HFRS,106,0,106,0.0016,90,28,0
2009,HRV,Croatia,EURO,45.8,16.0,HFRS,41,0,41,0.0225,36,9,0
2009,SVN,Slovenia,EURO,46.1,14.5,HFRS,23,0,23,0.0398,16,5,0
2009,GRC,Greece,EURO,37.97,23.73,HFRS,26,0,26,0.0296,19,3,0
2009,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.012,6,0,0
2009,TWN,Taiwan,WPRO,25.0,121.5,HFRS,9,0,9,0.0399,8,2,0
2009,COL,Colombia,AMRO,4.7,-74.1,HPS,3,1,2,0.3436,2,0,0
2010,ARG,Argentina,AMRO,-34.6,-58.4,HPS,58,19,39,0.333,47,9,1
2010,CHL,Chile,AMRO,-33.4,-70.6,HPS,45,16,29,0.3741,39,13,0
2010,BRA,Brazil,AMRO,-15.8,-47.9,HPS,60,22,38,0.3722,42,9,0
2010,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,16,4,12,0.2706,13,2,0
2010,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,7,1,6,0.2586,6,2,0
2010,URY,Uruguay,AMRO,-34.9,-56.2,HPS,10,2,8,0.2732,7,2,0
2010,PAN,Panama,AMRO,9.0,-79.5,HPS,19,7,12,0.3767,13,3,0
2010,USA,USA,AMRO,38.9,-77.0,HPS,15,4,11,0.3325,13,3,0
2010,CAN,Canada,AMRO,45.4,-75.7,HPS,3,0,3,0.3013,2,0,0
2010,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,3,1,2,0.3433,2,0,0
2010,CHN,China,WPRO,39.9,116.4,HFRS,11100,305,10795,0.0275,8476,3053,0
2010,KOR,South Korea,WPRO,37.6,127.0,HFRS,219,6,213,0.028,178,55,0
2010,JPN,Japan,WPRO,35.7,139.7,HFRS,13,0,13,0.0279,11,3,0
2010,RUS,Russia,EURO,55.8,37.6,HFRS,3735,95,3640,0.0256,2754,920,0
2010,FIN,Finland,EURO,60.2,24.9,HFRS,1392,5,1387,0.0037,988,169,0
2010,DEU,Germany,EURO,52.5,13.4,HFRS,1144,1,1143,0.0012,821,125,0
2010,SWE,Sweden,EURO,59.3,18.1,HFRS,348,1,347,0.0032,274,61,0
2010,BEL,Belgium,EURO,50.8,4.4,HFRS,95,0,95,0.0025,82,16,0
2010,FRA,France,EURO,48.9,2.3,HFRS,58,0,58,0.0013,50,17,0
2010,HRV,Croatia,EURO,45.8,16.0,HFRS,50,1,49,0.0208,36,14,0
2010,SVN,Slovenia,EURO,46.1,14.5,HFRS,35,1,34,0.0331,29,7,0
2010,GRC,Greece,EURO,37.97,23.73,HFRS,11,0,11,0.0249,9,3,0
2010,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,13,0,13,0.0206,9,3,0
2010,TWN,Taiwan,WPRO,25.0,121.5,HFRS,12,0,12,0.0188,11,3,0
2010,COL,Colombia,AMRO,4.7,-74.1,HPS,4,1,3,0.3622,3,0,0
2011,ARG,Argentina,AMRO,-34.6,-58.4,HPS,59,14,45,0.2507,54,11,1
2011,CHL,Chile,AMRO,-33.4,-70.6,HPS,47,14,33,0.3159,40,15,0
2011,BRA,Brazil,AMRO,-15.8,-47.9,HPS,39,12,27,0.3296,35,10,0
2011,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,9,3,6,0.3724,8,2,0
2011,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,25,6,19,0.2604,22,5,0
2011,URY,Uruguay,AMRO,-34.9,-56.2,HPS,9,2,7,0.3093,8,2,0
2011,PAN,Panama,AMRO,9.0,-79.5,HPS,13,4,9,0.3318,12,4,0
2011,USA,USA,AMRO,38.9,-77.0,HPS,12,3,9,0.3165,8,2,0
2011,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.2778,4,1,0
2011,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,3,0,3,0.2813,2,0,0
2011,CHN,China,WPRO,39.9,116.4,HFRS,6952,226,6726,0.0326,6063,2233,0
2011,KOR,South Korea,WPRO,37.6,127.0,HFRS,530,13,517,0.0252,392,104,0
2011,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0149,4,1,0
2011,RUS,Russia,EURO,55.8,37.6,HFRS,3944,86,3858,0.022,3549,713,0
2011,FIN,Finland,EURO,60.2,24.9,HFRS,1436,5,1431,0.0039,1226,241,0
2011,DEU,Germany,EURO,52.5,13.4,HFRS,769,2,767,0.0034,644,97,0
2011,SWE,Sweden,EURO,59.3,18.1,HFRS,297,0,297,0.0011,263,52,0
2011,BEL,Belgium,EURO,50.8,4.4,HFRS,174,0,174,0.0017,136,25,0
2011,FRA,France,EURO,48.9,2.3,HFRS,71,0,71,0.0036,67,16,0
2011,HRV,Croatia,EURO,45.8,16.0,HFRS,64,3,61,0.0489,58,17,0
2011,SVN,Slovenia,EURO,46.1,14.5,HFRS,40,0,40,0.0224,34,5,0
2011,GRC,Greece,EURO,37.97,23.73,HFRS,19,0,19,0.0342,17,2,0
2011,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,12,0,12,0.0196,10,1,0
2011,TWN,Taiwan,WPRO,25.0,121.5,HFRS,10,0,10,0.0268,8,2,0
2011,COL,Colombia,AMRO,4.7,-74.1,HPS,5,1,4,0.3707,3,1,0
2012,ARG,Argentina,AMRO,-34.6,-58.4,HPS,106,22,84,0.2116,75,17,4
2012,CHL,Chile,AMRO,-33.4,-70.6,HPS,66,24,42,0.3683,54,14,0
2012,BRA,Brazil,AMRO,-15.8,-47.9,HPS,57,20,37,0.3651,41,8,0
2012,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,14,5,9,0.3603,13,4,0
2012,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,20,5,15,0.2874,17,5,0
2012,URY,Uruguay,AMRO,-34.9,-56.2,HPS,4,1,3,0.2615,3,0,0
2012,PAN,Panama,AMRO,9.0,-79.5,HPS,24,8,16,0.3382,17,4,0
2012,USA,USA,AMRO,38.9,-77.0,HPS,21,6,15,0.3026,14,5,0
2012,CAN,Canada,AMRO,45.4,-75.7,HPS,3,0,3,0.3174,2,0,0
2012,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,1,0,1,0.2644,0,0,0
2012,CHN,China,WPRO,39.9,116.4,HFRS,5727,241,5486,0.0421,4664,1262,0
2012,KOR,South Korea,WPRO,37.6,127.0,HFRS,269,3,266,0.0116,237,64,0
2012,JPN,Japan,WPRO,35.7,139.7,HFRS,10,0,10,0.0246,8,1,0
2012,RUS,Russia,EURO,55.8,37.6,HFRS,7987,112,7875,0.0141,7091,2228,0
2012,FIN,Finland,EURO,60.2,24.9,HFRS,2019,2,2017,0.0013,1442,318,0
2012,DEU,Germany,EURO,52.5,13.4,HFRS,672,1,671,0.0017,622,132,0
2012,SWE,Sweden,EURO,59.3,18.1,HFRS,170,0,170,0.0033,138,47,0
2012,BEL,Belgium,EURO,50.8,4.4,HFRS,58,0,58,0.002,41,6,0
2012,FRA,France,EURO,48.9,2.3,HFRS,134,0,134,0.0014,111,28,0
2012,HRV,Croatia,EURO,45.8,16.0,HFRS,57,3,54,0.056,40,12,0
2012,SVN,Slovenia,EURO,46.1,14.5,HFRS,70,1,69,0.0268,65,10,0
2012,GRC,Greece,EURO,37.97,23.73,HFRS,15,0,15,0.0304,13,5,0
2012,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,8,0,8,0.0231,5,1,0
2012,TWN,Taiwan,WPRO,25.0,121.5,HFRS,8,0,8,0.0392,6,1,0
2012,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.2727,1,0,0
2013,ARG,Argentina,AMRO,-34.6,-58.4,HPS,154,43,111,0.2842,127,22,6
2013,CHL,Chile,AMRO,-33.4,-70.6,HPS,69,17,52,0.2602,60,17,0
2013,BRA,Brazil,AMRO,-15.8,-47.9,HPS,70,26,44,0.3727,51,19,0
2013,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,19,6,13,0.3504,15,3,0
2013,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,21,6,15,0.3073,15,4,0
2013,URY,Uruguay,AMRO,-34.9,-56.2,HPS,9,2,7,0.2689,6,2,0
2013,PAN,Panama,AMRO,9.0,-79.5,HPS,15,4,11,0.2888,11,2,0
2013,USA,USA,AMRO,38.9,-77.0,HPS,35,12,23,0.3519,26,9,0
2013,CAN,Canada,AMRO,45.4,-75.7,HPS,6,2,4,0.3632,4,1,0
2013,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,4,1,3,0.3158,2,0,0
2013,CHN,China,WPRO,39.9,116.4,HFRS,8383,388,7995,0.0464,6997,1920,0
2013,KOR,South Korea,WPRO,37.6,127.0,HFRS,254,5,249,0.0231,230,56,0
2013,JPN,Japan,WPRO,35.7,139.7,HFRS,15,0,15,0.0293,11,3,0
2013,RUS,Russia,EURO,55.8,37.6,HFRS,5309,179,5130,0.0338,4482,1383,0
2013,FIN,Finland,EURO,60.2,24.9,HFRS,1752,4,1748,0.0026,1627,460,0
2013,DEU,Germany,EURO,52.5,13.4,HFRS,564,1,563,0.0031,506,115,0
2013,SWE,Sweden,EURO,59.3,18.1,HFRS,322,1,321,0.0037,247,97,0
2013,BEL,Belgium,EURO,50.8,4.4,HFRS,68,0,68,0.0014,50,18,0
2013,FRA,France,EURO,48.9,2.3,HFRS,108,0,108,0.0015,87,26,0
2013,HRV,Croatia,EURO,45.8,16.0,HFRS,36,1,35,0.0553,32,8,0
2013,SVN,Slovenia,EURO,46.1,14.5,HFRS,70,1,69,0.0225,66,20,0
2013,GRC,Greece,EURO,37.97,23.73,HFRS,19,0,19,0.0266,17,4,0
2013,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,7,0,7,0.0103,5,1,0
2013,TWN,Taiwan,WPRO,25.0,121.5,HFRS,11,0,11,0.0367,7,2,0
2013,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3787,1,0,0
2014,ARG,Argentina,AMRO,-34.6,-58.4,HPS,140,34,106,0.2472,114,40,3
2014,CHL,Chile,AMRO,-33.4,-70.6,HPS,47,15,32,0.3241,42,9,0
2014,BRA,Brazil,AMRO,-15.8,-47.9,HPS,94,39,55,0.4239,68,14,0
2014,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,8,2,6,0.3022,6,2,0
2014,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,22,7,15,0.3193,17,6,0
2014,URY,Uruguay,AMRO,-34.9,-56.2,HPS,7,2,5,0.3469,6,1,0
2014,PAN,Panama,AMRO,9.0,-79.5,HPS,28,8,20,0.2988,24,4,0
2014,USA,USA,AMRO,38.9,-77.0,HPS,18,6,12,0.3856,13,4,0
2014,CAN,Canada,AMRO,45.4,-75.7,HPS,3,1,2,0.3336,2,0,0
2014,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2319,1,0,0
2014,CHN,China,WPRO,39.9,116.4,HFRS,10091,479,9612,0.0475,9261,3162,0
2014,KOR,South Korea,WPRO,37.6,127.0,HFRS,609,14,595,0.0233,465,175,0
2014,JPN,Japan,WPRO,35.7,139.7,HFRS,13,0,13,0.0212,9,2,0
2014,RUS,Russia,EURO,55.8,37.6,HFRS,6573,236,6337,0.0359,5499,1347,0
2014,FIN,Finland,EURO,60.2,24.9,HFRS,1985,2,1983,0.0014,1599,256,0
2014,DEU,Germany,EURO,52.5,13.4,HFRS,1169,4,1165,0.0038,900,328,0
2014,SWE,Sweden,EURO,59.3,18.1,HFRS,175,0,175,0.0037,155,54,0
2014,BEL,Belgium,EURO,50.8,4.4,HFRS,52,0,52,0.0029,45,10,0
2014,FRA,France,EURO,48.9,2.3,HFRS,126,0,126,0.0018,115,20,0
2014,HRV,Croatia,EURO,45.8,16.0,HFRS,84,3,81,0.0416,60,12,0
2014,SVN,Slovenia,EURO,46.1,14.5,HFRS,20,0,20,0.0241,15,4,0
2014,GRC,Greece,EURO,37.97,23.73,HFRS,13,0,13,0.032,11,1,0
2014,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,16,0,16,0.027,13,3,0
2014,TWN,Taiwan,WPRO,25.0,121.5,HFRS,13,0,13,0.0156,9,1,0
2014,COL,Colombia,AMRO,4.7,-74.1,HPS,6,1,5,0.2552,5,1,0
2015,ARG,Argentina,AMRO,-34.6,-58.4,HPS,164,45,119,0.2782,117,41,4
2015,CHL,Chile,AMRO,-33.4,-70.6,HPS,33,8,25,0.2641,30,9,1
2015,BRA,Brazil,AMRO,-15.8,-47.9,HPS,111,42,69,0.3858,92,23,0
2015,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,11,3,8,0.3152,9,2,0
2015,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,28,8,20,0.2909,23,7,0
2015,URY,Uruguay,AMRO,-34.9,-56.2,HPS,8,2,6,0.3054,6,1,0
2015,PAN,Panama,AMRO,9.0,-79.5,HPS,13,3,10,0.3077,10,3,0
2015,USA,USA,AMRO,38.9,-77.0,HPS,44,15,29,0.3601,38,10,0
2015,CAN,Canada,AMRO,45.4,-75.7,HPS,5,1,4,0.2592,3,0,0
2015,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2068,1,0,0
2015,CHN,China,WPRO,39.9,116.4,HFRS,12975,301,12674,0.0233,10646,2118,0
2015,KOR,South Korea,WPRO,37.6,127.0,HFRS,517,8,509,0.0156,388,108,0
2015,JPN,Japan,WPRO,35.7,139.7,HFRS,5,0,5,0.0102,3,0,0
2015,RUS,Russia,EURO,55.8,37.6,HFRS,3770,76,3694,0.0202,3395,994,0
2015,FIN,Finland,EURO,60.2,24.9,HFRS,1287,2,1285,0.0022,1200,299,0
2015,DEU,Germany,EURO,52.5,13.4,HFRS,490,1,489,0.0029,356,84,0
2015,SWE,Sweden,EURO,59.3,18.1,HFRS,231,0,231,0.0036,190,61,0
2015,BEL,Belgium,EURO,50.8,4.4,HFRS,179,0,179,0.0013,137,34,0
2015,FRA,France,EURO,48.9,2.3,HFRS,83,0,83,0.0022,76,24,0
2015,HRV,Croatia,EURO,45.8,16.0,HFRS,77,2,75,0.0324,69,26,0
2015,SVN,Slovenia,EURO,46.1,14.5,HFRS,62,0,62,0.01,53,8,0
2015,GRC,Greece,EURO,37.97,23.73,HFRS,12,0,12,0.0224,10,3,0
2015,GBR,United Kingdom,EURO,51.5,-0.1,HFRS,6,0,6,0.0177,4,0,0
2015,TWN,Taiwan,WPRO,25.0,121.5,HFRS,5,0,5,0.0226,4,0,0
2015,COL,Colombia,AMRO,4.7,-74.1,HPS,2,0,2,0.3032,1,0,0
2016,ARG,Argentina,AMRO,-34.6,-58.4,HPS,145,36,109,0.2543,123,18,4
2016,CHL,Chile,AMRO,-33.4,-70.6,HPS,88,30,58,0.3419,80,26,0
2016,BRA,Brazil,AMRO,-15.8,-47.9,HPS,117,36,81,0.31,97,17,0
2016,BOL,Bolivia,AMRO,-16.5,-68.2,HPS,6,1,5,0.3133,4,1,0
2016,PRY,Paraguay,AMRO,-25.3,-57.6,HPS,21,4,17,0.227,15,4,0
2016,URY,Uruguay,AMRO,-34.9,-56.2,HPS,6,1,5,0.3094,5,1,0
2016,PAN,Panama,AMRO,9.0,-79.5,HPS,30,9,21,0.3145,26,5,0
2016,USA,USA,AMRO,38.9,-77.0,HPS,23,8,15,0.3789,18,6,0
2016,CAN,Canada,AMRO,45.4,-75.7,HPS,6,2,4,0.3615,5,1,0
2016,CRI,Costa Rica,AMRO,9.9,-84.1,HPS,2,0,2,0.2873,1,0,0
2016,CHN,China,WPRO,39.9,116.4,HFRS,10260,385,9875,0.0375,8142,1560,0
2016,KOR,South Korea,WPRO,37.6,127.0,HFRS,423,5,418,0.0129,390,92,0
2016,JPN,Japan,WPRO,35.7,139.7,HFRS,7,0,7,0.0105,6,1,0
2016,RUS,Russia,EURO,55.8,37.6,HFRS,5460,66,5394,0.0122,4381,998,0
2016,FIN,Finland,EURO,60.2,24.9,HFRS,1498,5,1493,0.0034,1185,242,0
2016,DEU,Germany,EURO,52.5,13.4,HFRS,1427,3,1424,0.0024,1244,230,0
2016,SWE,Sweden,EURO,59.3,18.1,HFRS,226,0,226,0.0011,186,72,0
2016,BEL,Belgium,EURO,50.8,4.4,HFRS,99,0,99,0.0011,70,17,0
